Crash Type,Report Made?,Date / Time,Case Number,District,Crash Location,Lanes Of Traffic,Signal Present?,Speed Limit Of Road (MPH),Road Type,Synopsis,Ticket/Arrest?,Citation To,Pedestrian Age,Pedestrian Gender,Pedestrian City Of Residence,Pedestrian Zip Code,Biker Age,Biker Gender,Biker City of Residence,Biker Zip Code,Driver Age,Driver Gender,Driver City Of Residence,Driver Zip Code,Injury to Pedestrian?,Level of Injury to Pedestrian,Pedestrian to Hospital?,Injury to Biker?,Level of Injury to Biker,Biker to Hospital?,Crash Lat/Long Location,Count,District Council - Map,Council Ward
Pedestrian,Yes,11/28/2017 07:00:00 PM,17-275670,Western District,Snelling Ave N & Taylor St,4,No,30,State - Trunk Highway,"Pedestrian was crossing in a marked crosswalk from E to W at Taylor.  Vehicles in left lane stopped, pedestrian started crossing.  Vehicle in right lane failed to yield.",Yes,Driver,7,Female,Minneapolis,55406,,,,,26,Male,St. Paul,55106,Yes,Suspected Minor Injury,Yes,,,,"(44.9676262, -93.16706158)",1,4,4
Pedestrian,Yes,02/11/2018 02:29:00 PM,18-029869,Western District,Cleveland Ave S & Ford Pkwy,4,Yes,30,County - State Aid Highway,"Pedestrian stepped out from between cars and walked into the side of a vehicle that was NB on Cleveland south of Ford.  The driver swerved to avoid the crash, but the right mirror struck the pedestrian.",No,None,16,Female,Minneapolis,55406,,,,,49,Male,St. Paul,555116,Yes,Suspected Minor Injury,Yes,,,,"(44.91746734, -93.18715677)",1,6,6
Pedestrian,Yes,01/13/2018 10:11:00 AM,18-008482,Western District,Dale St N & Concordia,4,Yes,30,County - State Aid Highway,"Pedestrian was SB Dale on E side of roadway and crossing Concordia.  Vehicle was WB Dale making a left turn onto EB Concordia.  Conflicting story regarding who had right of way, no independent witnesses.",No,None,70,Male,St. Paul,55106,,,,,29,Male,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,"(44.95130609, -93.12616318)",1,9,7
Pedestrian,Yes,02/09/2018 03:28:00 PM,18-028599,Central District,Arlington Ave W & Rice St N,2,Yes,30,Municiapl State Aid,Driver was WB Arlington with green light.  Juvenile ran NB across Arlington against signal and ran into the side of the vehicle.  SRTS.,No,None,11,Female,St. Paul,55106,,,,,71,Male,St. Paul,55117,Yes,Suspected Minor Injury,No,,,,"(44.98458252, -93.10582822)",1,3,3
Pedestrian,Yes,11/25/2017 04:20:00 PM,17-273436,Western District,University Ave W & Lexington,4,Yes,30,County - State Aid Highway,Pedestrian was crossing Lexington from NE corner on walk sign.  Vehicle was WB University making right turn to NB Lexington and struck pedestrian at low speed.,No,None,35,female,St. Paul,55104,,,,,29,Female,Brooklyn Park,55428,Yes,Possible Injury,No,,,,"(44.95578371, -93.14643771)",1,10,7
Bike,Yes,07/31/2017 05:24:00 PM,17-178179,Western District,Dayton Ave & Mackubin,2,Stop Sign,30,City,Driver was EB Marshall behind Biker who was also EB Marshall.  Both made right run to SB Mackubin.  Biker stopped and was rear ended by Driver.,No,None,,,,,26,Male,St. Paul,55104,49,Male,St. Paul,55102,,,,No,None,No,"(44.94865559, -93.12133824)",1,9,7
Pedestrian,Yes,01/16/2017 07:18:00 PM,17-010986,Western District,Larpenteur Ave E & Dale St N,5,No,30,County - State Aid Highway,Pedestrian was walking on the shoulder in the southern most lane of EB Larpenteur just W of Dale Street (no sidewalk available).  Vehicle struck pedestrian.  Hit & Run.  Witness states that striking vehicle had been weaving.,No,None,39,Male,St. Paul,55116,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Serious Injury,Yes,,,,"(44.991794, -93.126099)",1,,
Pedestrian,Yes,04/18/2017 08:40:00 PM,17-085066,Western District,Hamline Ave N & University Ave W,4,No,30,Municipal State Aid,"Vehicle was travelling NB in the right lane of Hamline S of University.  A pedestrian illegally crossed Hamline and appeared in front of her vehicle, she did not have any opportunity to stop and struck the pedestrian.  Pedestrian had minor injuries (approx. 12 mph crash), transported to hospital by medics.",No,None,26,Female,Otsego,55330,,,,,63,Female,St. Paul,55108,Yes,Suspected Minor Injury,Yes,,,,"(44.955637, -93.156821)",1,17,7
Ped2,,01/21/2018 09:45:01 PM,18-014273,,,,,,,"Stats for above crash, adding ped 2",,Pedestrian,62,Male,St. Paul,55103,,,,,,,,,Yes,Possible Injury,No,,,,,1,,
Pedestrian,Yes,04/16/2017 08:12:00 AM,17-083106,Central District,1360 Western Ave N,Private,No,10,Private,Driver intentionally ran over pedestrian 2 times after an altercation. Suspect fled after crash. Victim was uncooperative and refused medical attention.  Police report written as aggravated assault with vehicle.,No,None,19,Male,St. Paul,55117,,,,,21,Male,Minneapolis,55408,Yes,Possible Injury,No,,,,"(44.98200389, -93.11605245)",1,3,3
Pedestrian,Yes,01/19/2017 04:49:00 PM,17-013346,Western District,St. Clair Ave & Davern Street,2,No,30,Munincipal State Aid,"Vehicle was EB St Clair, approaching Davern.  13 y/o pedestrian darted out between parked cars and was going to run across the street, not at intersection or crosswalk.  Vehicle struck Pedestrian.  Pedestrian admitted to running out into street without looking for vehicles.  No citations issued due to age of pedestrian.",No,None,13,Male,St. Paul,55105,,,,,41,Female,St. Paul,55105,Yes,Suspected Minor Injury,Yes,,,,"(44.93424495, -93.1722259)",1,5,6
Pedestrian,Yes,01/29/2018 07:26:00 AM,18-019722,Western District,Dayton Ave & Lexington Pkwy,4,No,30,County - State Aid Highway,Driver looked down to plug the phone into his vehicle and struck a pedestrian.  Driver cited for failure to drive with due care.,Yes,Driver,17,Male,St. Paul,55104,,,,,40,Male,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,"(44.9471586, -93.1464359)",1,9,7
Pedestrian,Yes,05/15/2017 05:17:00 PM,17-108912,Western District,University Ave W & Syndicate St,2,Stop Sign,30,City,"Vehicle was NB on Syndicate approaching University (stop sign).  Pedestrians (who are legally blind) were crossing WB in marked crosswalk on south side of University.  Vehicle struck pedestrians while making a right turn and looking left.  Minor injury to knee.  No citation issued at time of response, but referred to investigations.  UPDATE: On 05-22-2017, I cited (# 620904094146) driver for Failure to Yield to a Pedestrian, Failure to Drive with Due Care, No Valid MN DL, and No Proof of Insurance.",Yes,Driver,54,Male,St. Paul,55104,,,,,60,Female,St. Paul,55105,Yes,Possible Injury,No,,,,"(44.95554165, -93.15430656)",1,17,7
Pedestrian,Yes,10/06/2017 06:22:00 AM,17-236124,Central District,Maryland Ave W & Rice St N,5,Yes,30,County - State Aid Highway,Driver EB Maryland.  Pedestrian crossing Maryland against light was struck by vehicle.,No,None,60,Male,St. Paul,55103,,,,,24,Female,St. Paul,55117,Yes,Suspected Serious Injury,Yes,,,,"(44.97736937, -93.10582448)",1,3,3
Pedestrian,Yes,05/24/2017 05:04:00 PM,17-116464,Central District,I35E & 7th St W,5,Traffic Signal,30,State - Trunk Highway,Vehicle was making a right turn from exit ramp of SB 35E to WB 7th Street on red light.  Pedestrian was crossing EB 7th Street with walk sign.  Driver was looking left and struck pedestrian.  Minor injuries.  Driver left after giving information.,No,None,52,Female,St. Paul,55102,,,,,32,Male,Bloomington,55438,No,None,No,,,,"(44.91537022, -93.14495397)",1,6,6
Pedestrian,Yes,02/03/2017 01:55:00 PM,17-024376,Central District,Dale St N & Maryland Ave W,4,Yes,30,County - State Aid Highway,Pedestrian exited Metro Transit bus and darted across Dale St against the signal.   Vehicle was traveling northbound on Dale St. approaching Maryland Ave.  Pedestrian ran into the side of vehicle.  Pedestrian suffered a head injury from the fall to the ground. Pedestrian was transported to hospital.,No,None,49,Male,St. Paul,55104,,,,,24,Female,St. Paul,55117,Yes,Suspected Serious Injury,Yes,,,,"(44.97747471, -93.12628629)",1,2,3
Pedestrian,Yes,12/07/2016 09:28:00 PM,16-251249,Central District,Aurora Ave & Western Ave,2,No,30,City Street,"Vehicle was SB on Western near Aurora.  Pedestrian ran across road (illegally) and was struck by vehicle.  Pedestrian told driver that he was fine and ran away without giving any info.  Info report made by officers.  ** note: 16-257841, officers called on 12/17 by pedestrian and wrote report under this cn.",No,None,20,Male,St. Paul,55104,,,,,62,Female,St. Paul,55103,Yes,Suspected Minor Injury,No,,,,"(44.954886, -93.116117)",1,9,7
Pedestrian,Yes,01/16/2019 07:10:00 AM,19-011331,Eastern District,3rd St E & Etna St,2,Yes,30,Municiapl State Aid,V1 was traveling NB Etna Street to WB 3rd Street. Pedestrian was walking in the marked crosswalk with the walk sign from the south side of 3rd Street to the north side of 3rd street. The crosswalk was on the west side of Etna Street. V1 made a left turn and struck the pedestrian.There multiple witnesses on scene who stated the pedestrian had a walk sign and was in the marked crosswalk. They also stated V1 had a solid green light.The pedestrian was transported to Regions Hospital by ambulance. The pedestrian sustained facial fractures under their right eye and a nasal fracture.A citation (citation #620907628004) was issued to V1 driver for failure to yield right of way and inattentive driving.,Yes,Driver,15,Male,St. Paul,55106,,,,,63,Female,St. Paul,55106,Yes,Suspected Serious Injury,Yes,,,,"(44.95674177, -93.041552)",1,15,2
Pedestrian,Yes,03/28/2017 09:57:00 PM,17-067271,Central District,7th St W & St. Joseph's Lane,4,No,30,State - Trunk Highway,"Vehicle was pulling out of Assumption Church parking lot.  Vehicle stopped prior to crossing the sidewalk and looked behind and then proceeded forward.  Pedestrian was walking on sidewalk and saw the vehicle stop.  Pedestrian proceeded, assuming the vehicle was stopping for him and would not go.  Driver drove forward and had low speed impact with pedestrian.  Possible injury to pedestrian.",No,None,54,Male,St. Paul,55102,,,,,16,Male,Deephaven,55331,Yes,Possible Injury,Yes,,,,"(44.94750811, -93.0988241)",1,12,5
Pedestrian,Yes,01/17/2017 07:45:00 AM,17-011259,Central District,George St W & Ohio St S,2,No,30,Munincipal State Aid,Vehicle was EB George at Ohio.  Vehicle stopped for stop sign and then started driving EB through the intersection.  A 10 y/o boy darted into the street SB and was struck by the vehicle.  Minor injuries.  Note: boy was on his way to school (Safe Routes to School SRTS).,No,None,10,Male,St. Paul,55107,,,,,47,Female,St. Paul,55107,Yes,Possible Injury,Yes,,,,"(44.929573, -93.09775)",1,7,5
Pedestrian,Yes,01/04/2019 05:46:00 PM,19-002855,Eastern District,McKnight Rd N & Burns Ave,4,No,40,County - State Aid Highway,Driver was traveling south bound on McKnight Road N south of Burns Avenue at 125 McKnight Road North.  Pedestrian # 2 and # 3 were walking on a marked crosswalk going westbound towards the sidewalk.  Driver struck both Pedestrians in the far right lane.  Pedestrian #2 was pronounce deceased on scene.  Pedestrian 3 was transported to hospital.,No,None,19,Female,St. Paul,55119,,,,,57,Male,St. Paul,55119,Yes,FATAL,Yes,,,,"(44.94705673, -93.0050566)",1,16,2
Bike,Yes,10/31/2016 04:52:00 PM,16-224531,Eastern District,720 Iowa Ave E,2,No,30,City Street,Biker turned  into vehicle,No,None,,,,,,Male,St. Paul,55106,43,Male,St. Paul,55106,,,,No,None,No,"(44.989078, -93.070313)",1,13,1
Pedestrian,Yes,01/29/2018 06:30:00 PM,18-020126,Eastern District,Reaney Ave & Ruth,2,No,30,Municiapl State Aid,"Driver stopped at a stop sign, then drove into a pedestrian that was crossing the street.",No,None,26,Male,Minneapolis,55419,,,,,70,Female,St. Paul,55119,No,None,No,,,,"(44.96397005, -93.01513372)",1,14,2
Pedestrian,Yes,11/13/2016 01:10:00 PM,16-233730,Western District,Snelling Ave S & Juliet St,4,No,30,State - Trunk Highway,Ped crossing E to W in unmarked x-walk.  1 vehicle stopped and ped started to walk.  Another vehicle went around stopped vehicle SB Snelling and struck the ped.,No,None,18,Female,"Berkely, CA",94710,,,,,19,Male,Bloomington,55425,Yes,Suspected Serious Injury,Yes,,,,"(44.92969071, -93.16713766)",1,5,6
Pedestrian,Yes,01/20/2017 07:34:00 AM,17-013737,Western District,Selby Ave & Western St N,2,No,30,County - State Aid Highway,"Vehicle was EB Selby at Western.  Pedestrian was crossing SB in West crosswalk.  Driver stated she was coming to a stop at the stop sign right as the pedestrian was at her vehicle, and ran over the pedestrians foot.  Driver stated she did not see the pedestrian because it was dark and the pedestrian was wearing dark clothing.",No,None,37,Female,St. Paul,55101,,,,,26,Female,Maple Grove,55311,Yes,Possible Injury,Yes,,,,"(44.94660811, -93.11620246)",1,9,7
Ped2,,01/04/2019 05:46:01 PM,19-002855,,,,,,,Statistics for 2nd Pedestrian that was struck in 19-002855,,,22,Female,St. Paul,55119,,,,,,,,,Yes,Suspected Serious Injury,Yes,,,,,1,,
Pedestrian,Yes,12/15/2017 09:10:00 PM,17-288098,Western District,Cretin Ave & Marshall,4,Yes,30,County - State Aid Highway,Vehicle was NB Cretin with green light.  Pedestrian ran across without looking and against signal.,No,None,18,Male,Bloomington,55420,,,,,25,Female,Minneapolis,55410,Yes,Suspected Minor Injury,Yes,,,,"(44.94846996, -93.19250316)",1,17,4
Pedestrian,Yes,03/16/2019 02:35:00 AM,19-053308,Eastern District,Maryland Ave E & Desoto,4,No,30,County - State Aid Highway,"Hit and Run crash with injuries.  Pedestrian Laying in the southern most lane of eastbound traffic on Maryland.  Pedestrian #1 was transported to the hospital by St. Paul Medics.  There were no vehicles around, involved in the crash.  Debris left on scene indicated that it was a burnt orange vehicle, unknown make, model or plate.There were no witnesses to the incident that we could locate.",Yes,Driver,22,Female,St. Paul,55106,,,,,17,Male,St. Paul,55106,Yes,FATAL,Yes,,,,"(44.97738436, -93.0817748)",1,13,3
Pedestrian,Yes,01/18/2018 08:18:00 AM,18-011752,Western District,Finn St S & Ford Pkwy,2,No,30,City,"Pedestrian was struck by a vehicle that was leaving the parking lot at this location.  Police were not called to the scene, report made at a later time.",No,None,55,Female,St. Paul,55104,,,,,61,Male,Cottage Grove,55016,Yes,Possible Injury,Yes,,,,"(44.91791767, -93.18988024)",1,6,6
Pedestrian,Yes,07/23/2017 03:22:00 PM,17-171167,Eastern District,White Bear Ave & Idaho Ave E,Private,No,10,Parking Lot,Driver left store without paying.  Employee trying to stop the driver was struck by the vehicle and drug.  Vehicle fled prior to police arriving.,No,None,22,Female,St. Paul,55106,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,No,,,,"(44.99032112, -93.02380051)",1,14,1
Pedestrian,Yes,02/01/2018 08:28:00 AM,18-022073,Central District,Dorothy Day Pl & Old 6th St,4,Yes,30,Municiapl State Aid,"Driver made an illegal right turn on red, striking a male pedestrian crossing in the crosswalk.  Male was in a wheelchair.",Yes,Driver,65,Male,St. Paul,55102,,,,,40,Male,Hopkins,55343,Yes,Suspected Serious Injury,Yes,,,,"(44.94660481, -93.10222341)",1,12,5
Pedestrian,Yes,12/08/2016 08:38:00 PM,16-251926,Central District,7th Street W & I35E Freeway Ramp,3,Yes,30,State - Trunk Highway,The driver of Unit #1 was waiting to turn east onto 7th St from northbound 35E. While waiting for passing traffic he saw an opening and attempted to turn east onto 7th St. At the same time a pedestrian walked out into  the crosswalk and collided with Unit #1's vehicle as it was about to turn. No serious injury to the pedestrian. No damage to the vehicle.,No,None,57,Male,St. Paul,55102,,,,,44,Male,West St. Paul,55118,Yes,Possible Injury,Yes,,,,"(44.91640491, -93.14338413)",1,11,5
Pedestrian,Yes,04/28/2017 11:56:00 AM,17-093506,Central District,Rice St & Arlington Ave W,4,Yes,30,County - State Aid Highway,Vehicle was SB Rice Street n of Arlington.  Pedestrian began illegally crossing the street and stepped in front of a moving vehicle.  Driver unable to stop and hit pedestrian.  Possible injury to pedestrian.  Transported to hospital by medics.  No citations issued.,Pedestrian,None,55,Female,St. Paul,55104,,,,,78,Male,St. Paul,55117,Yes,Possible Injury,Yes,,,,"(44.98455345, -93.10593556)",1,3,3
Pedestrian,Yes,07/02/2017 05:52:00 PM,17-151737,Central District,Jackson St N & Wheelock Pkwy,Private,No,10,Parking Lot,14 y/o unlicensed driver claimed she was practicing driving when she backed over another person.  When police arrived the vehicle was gone and the driver said she did not know whose car it was nor where it went.  Driver was cited.,Yes,Driver,14,Female,Blaine,55434,,,,,13,Female,St. Paul,55117,Yes,Suspected Minor Injury,Yes,,,,"(44.9907255, -93.0964868)",1,3,3
Pedestrian,Yes,12/01/2017 07:45:00 PM,17-278944,Central District,7 St W & Kellogg Blvd W,6,Yes,30,State - Trunk Highway,Pedestrian ran across the street without obeying traffic laws and was struck by vehicle.  Vehicle did not stop.,No,none,25,Male,Minneapolis,55403,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,Yes,,,,"(44.94463683, -93.10291079)",1,11,5
Pedestrian,Yes,02/01/2018 06:20:00 PM,18-022623,Eastern District,Arcade St & Maryland Ave,4,Yes,30,State - Trunk Highway,Vehicle was SB Arcade near Maryland when pedestrian illegally entered roadway and was struck.  Witnesses confirmed that pedestrian shouldn't have entered roadway.,No,None,26,Male,St. Paul,55102,,,,,33,Male,St. Paul,55117,Yes,Possible Injury,No,,,,"(44.97752318, -93.06600657)",1,13,1
